MQTT_ACK
MQTT_ACK226865395940488
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 6.28 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 17.33 Kwh },{ source: sensor_1, data: 20.3 Kwh },{ source: sensor_4, data: 4.09 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 12.8 Kwh },{ source: sensor_1, data: 10.09 Kwh },{ source: sensor_4, data: 15.01 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 3.6 Kwh },{ source: sensor_4, data: 10.95 Kwh },{ source: sensor_1, data: 3.79 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 10.41 Kwh },{ source: sensor_4, data: 12.69 Kwh },{ source: sensor_3, data: 19.16 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 19.51 Kwh },{ source: sensor_4, data: 11.57 Kwh },{ source: sensor_1, data: 21.78 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.96 Kwh },{ source: sensor_1, data: 11.45 Kwh },{ source: sensor_3, data: 20.26 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 5.67 Kwh },{ source: sensor_3, data: 11.06 Kwh },{ source: sensor_4, data: 21.19 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 10.47 Kwh },{ source: sensor_3, data: 5.09 Kwh },{ source: sensor_1, data: 4.08 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 6.19 Kwh },{ source: sensor_4, data: 13.25 Kwh },{ source: sensor_3, data: 9.52 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 10.33 Kwh },{ source: sensor_4, data: 6.34 Kwh },{ source: sensor_1, data: 6.49 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 19.92 Kwh },{ source: sensor_3, data: 15.84 Kwh },{ source: sensor_1, data: 6.5 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 20.44 Kwh },{ source: sensor_4, data: 18.2 Kwh },{ source: sensor_1, data: 6.67 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 18.46 Kwh },{ source: sensor_1, data: 21.13 Kwh },{ source: sensor_4, data: 19.26 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 7.77 Kwh },{ source: sensor_1, data: 21.78 Kwh },{ source: sensor_4, data: 13.9 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 7.18 Kwh },{ source: sensor_3, data: 15.74 Kwh },{ source: sensor_1, data: 8.05 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 19.53 Kwh },{ source: sensor_4, data: 7.58 Kwh },{ source: sensor_1, data: 13.19 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 9.56 Kwh },{ source: sensor_3, data: 8.54 Kwh },{ source: sensor_4, data: 16.92 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 5.8 Kwh },{ source: sensor_1, data: 22.19 Kwh },{ source: sensor_4, data: 3.91 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 14.94 Kwh },{ source: sensor_1, data: 19.76 Kwh },{ source: sensor_4, data: 13.0 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 15.47 Kwh },{ source: sensor_3, data: 8.88 Kwh },{ source: sensor_4, data: 6.7 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 12.1 Kwh },{ source: sensor_1, data: 10.62 Kwh },{ source: sensor_3, data: 18.36 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.58 Kwh },{ source: sensor_4, data: 4.18 Kwh },{ source: sensor_3, data: 18.97 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 11.46 Kwh },{ source: sensor_3, data: 3.22 Kwh },{ source: sensor_4, data: 12.49 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 2.73 Kwh },{ source: sensor_1, data: 4.77 Kwh },{ source: sensor_3, data: 21.39 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 3.0 Kwh },{ source: sensor_1, data: 5.18 Kwh },{ source: sensor_4, data: 2.75 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.1 Kwh },{ source: sensor_3, data: 8.42 Kwh },{ source: sensor_1, data: 2.78 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 4.2 Kwh },{ source: sensor_3, data: 6.62 Kwh },{ source: sensor_1, data: 21.29 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 5.92 Kwh },{ source: sensor_1, data: 4.59 Kwh },{ source: sensor_3, data: 15.4 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 4.73 Kwh },{ source: sensor_3, data: 14.96 Kwh },{ source: sensor_4, data: 3.93 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 10.27 Kwh },{ source: sensor_4, data: 13.37 Kwh },{ source: sensor_1, data: 10.29 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 17.49 Kwh },{ source: sensor_1, data: 19.45 Kwh },{ source: sensor_4, data: 5.94 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 6.37 Kwh },{ source: sensor_3, data: 11.49 Kwh },{ source: sensor_4, data: 14.0 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 8.03 Kwh },{ source: sensor_1, data: 21.12 Kwh },{ source: sensor_3, data: 22.25 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 19.24 Kwh },{ source: sensor_3, data: 6.17 Kwh },{ source: sensor_4, data: 18.92 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 16.32 Kwh },{ source: sensor_3, data: 11.51 Kwh },{ source: sensor_1, data: 19.08 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.15 Kwh },{ source: sensor_3, data: 17.07 Kwh },{ source: sensor_4, data: 14.87 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 8.36 Kwh },{ source: sensor_3, data: 11.29 Kwh },{ source: sensor_4, data: 14.19 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.33 Kwh },{ source: sensor_3, data: 11.14 Kwh },{ source: sensor_4, data: 18.57 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 22.23 Kwh },{ source: sensor_4, data: 3.16 Kwh },{ source: sensor_1, data: 8.18 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 21.7 Kwh },{ source: sensor_1, data: 9.02 Kwh },{ source: sensor_3, data: 13.94 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 8.27 Kwh },{ source: sensor_4, data: 14.35 Kwh },{ source: sensor_1, data: 6.52 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.63 Kwh },{ source: sensor_1, data: 2.82 Kwh },{ source: sensor_3, data: 19.52 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 15.84 Kwh },{ source: sensor_4, data: 3.09 Kwh },{ source: sensor_1, data: 14.65 Kwh }]'}
