MQTT_ACK
MQTT_ACK91720085402035
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 3.99 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 16.86 Kwh },{ source: sensor_3, data: 12.44 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 10.68 Kwh },{ source: sensor_4, data: 19.98 Kwh },{ source: sensor_3, data: 10.9 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 9.3 Kwh },{ source: sensor_3, data: 20.63 Kwh },{ source: sensor_4, data: 14.86 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 10.98 Kwh },{ source: sensor_1, data: 17.12 Kwh },{ source: sensor_3, data: 2.67 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 11.61 Kwh },{ source: sensor_4, data: 16.14 Kwh },{ source: sensor_3, data: 7.86 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 21.01 Kwh },{ source: sensor_1, data: 3.7 Kwh },{ source: sensor_3, data: 5.47 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 4.16 Kwh },{ source: sensor_4, data: 13.41 Kwh },{ source: sensor_3, data: 6.3 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 3.88 Kwh },{ source: sensor_4, data: 16.03 Kwh },{ source: sensor_3, data: 12.66 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 5.23 Kwh },{ source: sensor_4, data: 5.41 Kwh },{ source: sensor_1, data: 12.01 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 4.01 Kwh },{ source: sensor_4, data: 14.97 Kwh },{ source: sensor_1, data: 9.75 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 8.31 Kwh },{ source: sensor_3, data: 3.89 Kwh },{ source: sensor_1, data: 14.88 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 17.86 Kwh },{ source: sensor_4, data: 20.39 Kwh },{ source: sensor_3, data: 12.59 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.79 Kwh },{ source: sensor_4, data: 12.93 Kwh },{ source: sensor_3, data: 6.03 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 3.86 Kwh },{ source: sensor_3, data: 7.74 Kwh },{ source: sensor_4, data: 8.97 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 5.25 Kwh },{ source: sensor_3, data: 3.79 Kwh },{ source: sensor_4, data: 4.62 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 13.2 Kwh },{ source: sensor_1, data: 4.84 Kwh },{ source: sensor_3, data: 9.57 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 3.27 Kwh },{ source: sensor_3, data: 2.94 Kwh },{ source: sensor_1, data: 13.13 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 11.62 Kwh },{ source: sensor_3, data: 13.43 Kwh },{ source: sensor_4, data: 21.46 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 20.49 Kwh },{ source: sensor_4, data: 19.51 Kwh },{ source: sensor_1, data: 16.94 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 3.13 Kwh },{ source: sensor_4, data: 16.44 Kwh },{ source: sensor_1, data: 19.55 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 12.64 Kwh },{ source: sensor_3, data: 19.97 Kwh },{ source: sensor_1, data: 15.73 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 7.89 Kwh },{ source: sensor_1, data: 14.89 Kwh },{ source: sensor_4, data: 16.92 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 5.47 Kwh },{ source: sensor_3, data: 3.45 Kwh },{ source: sensor_4, data: 12.25 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 13.52 Kwh },{ source: sensor_4, data: 22.02 Kwh },{ source: sensor_1, data: 19.8 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 13.37 Kwh },{ source: sensor_4, data: 4.53 Kwh },{ source: sensor_1, data: 3.52 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 15.55 Kwh },{ source: sensor_1, data: 14.96 Kwh },{ source: sensor_4, data: 9.53 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 19.62 Kwh },{ source: sensor_3, data: 5.96 Kwh },{ source: sensor_1, data: 8.85 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 7.54 Kwh },{ source: sensor_3, data: 11.96 Kwh },{ source: sensor_4, data: 12.2 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 18.83 Kwh },{ source: sensor_4, data: 18.02 Kwh },{ source: sensor_1, data: 20.28 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 10.88 Kwh },{ source: sensor_4, data: 3.14 Kwh },{ source: sensor_3, data: 19.23 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 13.93 Kwh },{ source: sensor_3, data: 11.6 Kwh },{ source: sensor_4, data: 12.72 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 6.4 Kwh },{ source: sensor_3, data: 22.15 Kwh },{ source: sensor_4, data: 19.89 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 13.57 Kwh },{ source: sensor_1, data: 16.22 Kwh },{ source: sensor_4, data: 16.46 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 4.83 Kwh },{ source: sensor_4, data: 18.66 Kwh },{ source: sensor_1, data: 12.92 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 13.99 Kwh },{ source: sensor_3, data: 13.64 Kwh },{ source: sensor_1, data: 2.84 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 22.44 Kwh },{ source: sensor_1, data: 15.27 Kwh },{ source: sensor_3, data: 3.74 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 5.47 Kwh },{ source: sensor_1, data: 21.21 Kwh },{ source: sensor_4, data: 4.68 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 2.54 Kwh },{ source: sensor_4, data: 15.16 Kwh },{ source: sensor_1, data: 20.2 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 20.21 Kwh },{ source: sensor_1, data: 4.05 Kwh },{ source: sensor_4, data: 14.32 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 9.86 Kwh },{ source: sensor_3, data: 12.17 Kwh },{ source: sensor_4, data: 14.28 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 18.43 Kwh },{ source: sensor_1, data: 12.7 Kwh },{ source: sensor_4, data: 22.14 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 11.35 Kwh },{ source: sensor_1, data: 4.66 Kwh },{ source: sensor_3, data: 8.68 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 16.75 Kwh },{ source: sensor_4, data: 17.54 Kwh },{ source: sensor_3, data: 21.79 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 18.52 Kwh },{ source: sensor_3, data: 4.45 Kwh },{ source: sensor_4, data: 8.18 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 8.52 Kwh },{ source: sensor_1, data: 7.49 Kwh },{ source: sensor_4, data: 5.24 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 5.75 Kwh },{ source: sensor_1, data: 13.52 Kwh },{ source: sensor_3, data: 8.05 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 16.14 Kwh },{ source: sensor_1, data: 20.96 Kwh },{ source: sensor_4, data: 15.25 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 13.66 Kwh },{ source: sensor_4, data: 15.82 Kwh },{ source: sensor_3, data: 19.01 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.49 Kwh },{ source: sensor_1, data: 14.78 Kwh },{ source: sensor_3, data: 20.23 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 12.47 Kwh },{ source: sensor_4, data: 9.72 Kwh },{ source: sensor_1, data: 6.48 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.57 Kwh },{ source: sensor_4, data: 21.13 Kwh },{ source: sensor_3, data: 6.55 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 18.53 Kwh },{ source: sensor_4, data: 3.27 Kwh },{ source: sensor_3, data: 10.48 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 17.56 Kwh },{ source: sensor_4, data: 8.08 Kwh },{ source: sensor_3, data: 9.42 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 19.59 Kwh },{ source: sensor_4, data: 10.8 Kwh },{ source: sensor_3, data: 14.35 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 5.95 Kwh },{ source: sensor_1, data: 19.39 Kwh },{ source: sensor_4, data: 10.85 Kwh }]'}
