MQTT_ACK
MQTT_ACK227260988633750
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 15.44 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.71 Kwh },{ source: sensor_3, data: 17.82 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 4.31 Kwh },{ source: sensor_1, data: 7.35 Kwh },{ source: sensor_4, data: 15.91 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 2.5 Kwh },{ source: sensor_1, data: 13.08 Kwh },{ source: sensor_3, data: 20.13 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 4.63 Kwh },{ source: sensor_4, data: 13.03 Kwh },{ source: sensor_3, data: 20.8 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 15.85 Kwh },{ source: sensor_3, data: 11.02 Kwh },{ source: sensor_4, data: 14.11 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 6.68 Kwh },{ source: sensor_4, data: 3.69 Kwh },{ source: sensor_1, data: 13.93 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 7.65 Kwh },{ source: sensor_3, data: 17.13 Kwh },{ source: sensor_4, data: 21.69 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 20.06 Kwh },{ source: sensor_3, data: 7.79 Kwh },{ source: sensor_1, data: 12.58 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 4.22 Kwh },{ source: sensor_3, data: 11.63 Kwh },{ source: sensor_4, data: 21.33 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 21.22 Kwh },{ source: sensor_1, data: 17.98 Kwh },{ source: sensor_4, data: 21.48 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 15.02 Kwh },{ source: sensor_3, data: 22.04 Kwh },{ source: sensor_1, data: 20.09 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 13.02 Kwh },{ source: sensor_3, data: 19.48 Kwh },{ source: sensor_4, data: 9.85 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 11.61 Kwh },{ source: sensor_3, data: 15.48 Kwh },{ source: sensor_4, data: 9.59 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 6.47 Kwh },{ source: sensor_4, data: 7.03 Kwh },{ source: sensor_3, data: 6.75 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 15.27 Kwh },{ source: sensor_4, data: 13.12 Kwh },{ source: sensor_1, data: 5.1 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 14.81 Kwh },{ source: sensor_1, data: 17.43 Kwh },{ source: sensor_4, data: 20.64 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 17.34 Kwh },{ source: sensor_4, data: 4.88 Kwh },{ source: sensor_3, data: 20.22 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 8.56 Kwh },{ source: sensor_3, data: 22.39 Kwh },{ source: sensor_1, data: 14.61 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 15.02 Kwh },{ source: sensor_4, data: 9.46 Kwh },{ source: sensor_3, data: 14.82 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 18.96 Kwh },{ source: sensor_4, data: 17.62 Kwh },{ source: sensor_1, data: 10.15 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 10.17 Kwh },{ source: sensor_3, data: 7.53 Kwh },{ source: sensor_4, data: 11.11 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 14.82 Kwh },{ source: sensor_4, data: 15.04 Kwh },{ source: sensor_3, data: 20.18 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 20.0 Kwh },{ source: sensor_4, data: 7.79 Kwh },{ source: sensor_3, data: 13.69 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 22.38 Kwh },{ source: sensor_3, data: 15.96 Kwh },{ source: sensor_4, data: 22.18 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 2.92 Kwh },{ source: sensor_1, data: 17.54 Kwh },{ source: sensor_4, data: 12.31 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 19.06 Kwh },{ source: sensor_1, data: 10.33 Kwh },{ source: sensor_3, data: 8.36 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 13.56 Kwh },{ source: sensor_4, data: 4.92 Kwh },{ source: sensor_3, data: 20.63 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 4.95 Kwh },{ source: sensor_3, data: 3.12 Kwh },{ source: sensor_1, data: 18.81 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.03 Kwh },{ source: sensor_1, data: 6.52 Kwh },{ source: sensor_3, data: 11.98 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 6.0 Kwh },{ source: sensor_3, data: 9.45 Kwh },{ source: sensor_1, data: 14.84 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 19.28 Kwh },{ source: sensor_4, data: 4.0 Kwh },{ source: sensor_3, data: 15.05 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.37 Kwh },{ source: sensor_1, data: 7.2 Kwh },{ source: sensor_3, data: 16.12 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 16.68 Kwh },{ source: sensor_1, data: 21.28 Kwh },{ source: sensor_4, data: 2.73 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 5.9 Kwh },{ source: sensor_1, data: 17.24 Kwh },{ source: sensor_3, data: 2.75 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 14.45 Kwh },{ source: sensor_3, data: 10.1 Kwh },{ source: sensor_1, data: 12.33 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 20.62 Kwh },{ source: sensor_1, data: 10.87 Kwh },{ source: sensor_4, data: 19.66 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 21.26 Kwh },{ source: sensor_1, data: 22.41 Kwh },{ source: sensor_4, data: 7.25 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 18.66 Kwh },{ source: sensor_3, data: 4.84 Kwh },{ source: sensor_1, data: 10.0 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 15.25 Kwh },{ source: sensor_4, data: 17.74 Kwh },{ source: sensor_1, data: 14.96 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 15.71 Kwh },{ source: sensor_3, data: 18.34 Kwh },{ source: sensor_4, data: 4.95 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 10.82 Kwh },{ source: sensor_3, data: 6.81 Kwh },{ source: sensor_1, data: 9.85 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 7.07 Kwh },{ source: sensor_4, data: 12.85 Kwh },{ source: sensor_1, data: 12.67 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 9.94 Kwh },{ source: sensor_3, data: 15.36 Kwh },{ source: sensor_1, data: 19.19 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 13.63 Kwh },{ source: sensor_3, data: 8.05 Kwh },{ source: sensor_1, data: 3.64 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 17.7 Kwh },{ source: sensor_4, data: 10.39 Kwh },{ source: sensor_1, data: 19.23 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 10.29 Kwh },{ source: sensor_3, data: 6.37 Kwh },{ source: sensor_1, data: 21.38 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 12.21 Kwh },{ source: sensor_1, data: 20.73 Kwh },{ source: sensor_4, data: 5.19 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 5.76 Kwh },{ source: sensor_3, data: 9.88 Kwh },{ source: sensor_4, data: 21.9 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 21.22 Kwh },{ source: sensor_1, data: 19.83 Kwh },{ source: sensor_4, data: 19.67 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 9.89 Kwh },{ source: sensor_1, data: 5.98 Kwh },{ source: sensor_3, data: 19.91 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 19.09 Kwh },{ source: sensor_4, data: 16.19 Kwh },{ source: sensor_1, data: 22.36 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 9.53 Kwh },{ source: sensor_3, data: 13.29 Kwh },{ source: sensor_1, data: 11.17 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 7.74 Kwh },{ source: sensor_1, data: 12.89 Kwh },{ source: sensor_4, data: 9.5 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 3.8 Kwh },{ source: sensor_1, data: 5.69 Kwh },{ source: sensor_3, data: 2.61 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 12.57 Kwh },{ source: sensor_4, data: 12.21 Kwh },{ source: sensor_3, data: 21.54 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 7.99 Kwh },{ source: sensor_4, data: 5.23 Kwh },{ source: sensor_3, data: 14.57 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 2.83 Kwh },{ source: sensor_1, data: 20.66 Kwh },{ source: sensor_4, data: 12.89 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 10.1 Kwh },{ source: sensor_4, data: 22.17 Kwh },{ source: sensor_1, data: 14.6 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 20.98 Kwh },{ source: sensor_1, data: 15.89 Kwh },{ source: sensor_4, data: 16.09 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 7.57 Kwh },{ source: sensor_4, data: 12.25 Kwh },{ source: sensor_1, data: 2.5 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 14.82 Kwh },{ source: sensor_4, data: 22.39 Kwh },{ source: sensor_1, data: 2.93 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 9.3 Kwh },{ source: sensor_1, data: 20.4 Kwh },{ source: sensor_4, data: 7.09 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 16.17 Kwh },{ source: sensor_4, data: 3.74 Kwh },{ source: sensor_1, data: 20.74 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 22.26 Kwh },{ source: sensor_3, data: 5.09 Kwh },{ source: sensor_1, data: 6.83 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 7.46 Kwh },{ source: sensor_4, data: 21.47 Kwh },{ source: sensor_3, data: 14.18 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 13.67 Kwh },{ source: sensor_3, data: 7.44 Kwh },{ source: sensor_1, data: 17.53 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 4.05 Kwh },{ source: sensor_3, data: 7.97 Kwh },{ source: sensor_1, data: 8.72 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 4.43 Kwh },{ source: sensor_3, data: 17.15 Kwh },{ source: sensor_4, data: 14.53 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 17.86 Kwh },{ source: sensor_3, data: 5.55 Kwh },{ source: sensor_4, data: 7.34 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 12.35 Kwh },{ source: sensor_1, data: 7.33 Kwh },{ source: sensor_4, data: 9.72 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 17.1 Kwh },{ source: sensor_1, data: 13.66 Kwh },{ source: sensor_3, data: 20.64 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 7.87 Kwh },{ source: sensor_4, data: 5.54 Kwh },{ source: sensor_1, data: 13.41 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 14.87 Kwh },{ source: sensor_4, data: 21.92 Kwh },{ source: sensor_1, data: 4.4 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 10.55 Kwh },{ source: sensor_4, data: 7.84 Kwh },{ source: sensor_3, data: 18.36 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 16.57 Kwh },{ source: sensor_4, data: 19.66 Kwh },{ source: sensor_1, data: 19.9 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 16.61 Kwh },{ source: sensor_4, data: 9.03 Kwh },{ source: sensor_1, data: 10.42 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 11.45 Kwh },{ source: sensor_3, data: 2.94 Kwh },{ source: sensor_4, data: 7.4 Kwh }]'}
